"X","user_name","raw_timestamp_part_1","raw_timestamp_part_2","cvtd_timestamp","new_window","num_window","roll_belt","pitch_belt","yaw_belt","total_accel_belt","gyros_belt_x","gyros_belt_y","gyros_belt_z","accel_belt_x","accel_belt_y","accel_belt_z","magnet_belt_x","magnet_belt_y","magnet_belt_z","roll_arm","pitch_arm","yaw_arm","total_accel_arm","gyros_arm_x","gyros_arm_y","gyros_arm_z","accel_arm_x","accel_arm_y","accel_arm_z","magnet_arm_x","magnet_arm_y","magnet_arm_z","roll_dumbbell","pitch_dumbbell","yaw_dumbbell","total_accel_dumbbell","gyros_dumbbell_x","gyros_dumbbell_y","gyros_dumbbell_z","accel_dumbbell_x","accel_dumbbell_y","accel_dumbbell_z","magnet_dumbbell_x","magnet_dumbbell_y","magnet_dumbbell_z","roll_forearm","pitch_forearm","yaw_forearm","total_accel_forearm","gyros_forearm_x","gyros_forearm_y","gyros_forearm_z","accel_forearm_x","accel_forearm_y","accel_forearm_z","magnet_forearm_x","magnet_forearm_y","magnet_forearm_z","classe"
11438,1,1322832872,492465,3,1,549,127,-41.1,162,18,0.11,0.11,-0.15,46,44,-164,170,597,-307,1.51,12.3,-64.8,21,-2.09,0.31,0.13,-190,-24,72,98,210,608,50.82374561,-30.3664114,-96.28724319,17,0.14,-0.13,-0.23,-51,83,-140,-549,290,41,0,0,0,42,0.85,-1.65,-0.51,-117,392,-31,-541,716,583,"C"
11439,1,1322832872,596312,3,1,549,128,-41,162,18,0.06,0.11,-0.18,49,45,-163,168,598,-312,1.01,0.99,-59.7,16,-2.04,0.19,0.43,-144,-42,47,248,176,595,53.2378681,-27.77703873,-95.58462412,17,0.13,-0.08,-0.15,-47,87,-140,-558,271,47,0,0,0,42,1.08,-1.41,0.26,-195,363,-22,-615,649,604,"C"
11441,1,1322832872,716338,3,1,549,128,-40.9,161,18,0.06,0.11,-0.2,49,44,-164,166,599,-322,0.62,-6.98,-56,14,-1.91,0.11,0.48,-116,-64,22,367,120,547,49.71900624,-27.42913694,-99.02225362,17,0.16,-0.05,-0.18,-46,81,-142,-559,267,49,0,0,0,45,0.92,-1.22,-0.07,-251,356,-32,-656,587,599,"C"
11442,1,1322832872,748292,3,1,549,128,-40.8,161,18,0.08,0.11,-0.2,49,44,-163,169,596,-319,0.59,-9.58,-54.8,12,-1.85,0.06,0.56,-97,-60,37,391,113,528,44.78351384,-30.91834768,-101.3098367,17,0.14,-0.08,-0.25,-52,74,-145,-554,262,57,0,0,0,44,0.8,-0.87,-0.28,-253,348,-27,-657,578,615,"C"
11443,1,1322832872,748335,3,1,549,128,-40.8,161,18,0.08,0.11,-0.2,49,45,-162,162,600,-314,0.64,-11.9,-53.7,13,-1.75,0.02,0.62,-98,-65,36,423,101,506,43.65553911,-34.75606655,-99.68564292,17,0.11,-0.08,-0.3,-58,72,-143,-556,259,48,0,0,0,43,0.8,-0.55,-0.31,-254,340,-8,-670,562,628,"C"
11444,1,1322832872,800337,3,1,549,128,-40.8,161,18,0.08,0.11,-0.2,48,46,-163,169,601,-322,0.68,-14.4,-52.5,12,-1.77,0,0.62,-87,-62,38,448,97,493,50.80831139,-32.6130908,-94.89712272,17,0.1,-0.02,-0.28,-54,82,-137,-560,261,54,0,0,0,41,0.83,-0.71,-0.2,-224,329,7,-683,561,635,"C"
11445,1,1322832872,872338,3,1,549,128,-40.7,161,18,0.08,0.11,-0.2,49,43,-162,169,598,-319,-0.29,-20.3,-49.1,9,-1.56,-0.1,0.48,-30,-75,26,522,63,436,49.14040131,-32.61534471,-96.38495566,18,0.14,-0.08,-0.26,-55,81,-141,-563,257,56,0,0,0,41,1.03,-0.42,0.25,-290,284,12,-692,513,630,"C"
11446,1,1322832872,896327,3,1,549,128,-40.7,161,18,0.1,0.11,-0.2,50,43,-163,167,600,-305,-0.77,-22,-47.9,8,-1.46,-0.14,0.51,-25,-69,11,556,48,421,52.36768557,-33.16731296,-93.13630682,18,0.14,-0.03,-0.21,-56,86,-138,-560,249,62,0,0,0,43,1.06,-0.14,0.33,-294,296,12,-688,512,631,"C"
11447,1,1322832872,944320,3,1,549,128,-40.7,161,18,0.1,0.11,-0.18,47,43,-161,164,598,-316,-4.26,-28.3,-41.4,8,-1.12,-0.27,0.84,24,-79,-7,630,18,333,45.1114267,-24.81552252,-104.6740528,17,0.11,0.05,-0.18,-40,71,-141,-563,249,52,0,0,0,46,1.04,0.11,0.48,-311,326,14,-704,463,612,"C"
11450,1,1322832873,4532,3,1,550,128,-40.6,161,18,0.1,0.11,-0.2,48,43,-160,166,602,-315,-7.34,-33.1,-36,10,-0.9,-0.32,0.8,50,-77,-28,674,2,276,49.4666026,-27.64832963,-99.1275703,17,0.05,0.06,-0.13,-46,80,-141,-566,244,63,0,0,0,48,1.01,0.32,0.31,-341,322,5,-699,434,616,"C"
11451,1,1322832873,12269,3,1,550,127,-40.6,161,18,0.11,0.11,-0.18,50,43,-161,160,597,-314,-8.35,-34.2,-34.6,11,-0.9,-0.32,0.75,62,-81,-30,690,-3,250,44.28270365,-30.83823168,-101.7962173,17,0.08,0.05,-0.11,-51,72,-143,-558,247,64,0,0,0,48,1.03,0.43,0.21,-340,320,9,-694,440,615,"C"
11452,1,1322832873,12295,3,1,550,127,-40.6,161,18,0.11,0.11,-0.18,52,45,-160,172,604,-305,-9.24,-35.4,-33.2,12,-0.85,-0.32,0.77,69,-88,-33,695,1,234,40.83415023,-35.56666828,-101.4386798,17,0.16,0,-0.13,-57,65,-139,-560,248,58,0,0,0,47,1.01,0.39,0.23,-335,314,19,-706,431,616,"C"
11453,1,1322832873,104295,3,1,550,127,-40.7,161,18,0.13,0.11,-0.16,50,41,-160,166,608,-317,-11,-37.7,-30.4,12,-0.71,-0.34,0.82,75,-84,-35,716,-17,201,49.64108805,-35.14862005,-94.2601641,18,0.14,0.08,-0.2,-60,83,-141,-565,244,76,0,0,0,47,0.98,0.4,0.43,-345,306,25,-709,427,623,"C"
11454,1,1322832873,116313,3,1,550,127,-40.7,161,18,0.14,0.11,-0.15,49,43,-159,165,598,-308,-11.9,-38.8,-29,12,-0.64,-0.35,0.77,75,-81,-43,715,-13,214,47.58578507,-26.94423172,-101.2400623,16,0.14,0.32,-0.16,-43,74,-137,-564,247,57,0,0,0,47,1.04,0.47,0.49,-339,310,23,-703,423,608,"C"
11457,1,1322832873,512305,3,1,550,127,-40.8,161,18,0.1,0.11,-0.18,51,43,-161,169,601,-300,-21.8,-48.7,-14.4,17,0.19,-0.39,0.56,116,-97,-66,747,-30,116,53.76419162,-28.58252453,-94.64125731,18,0,0.1,-0.02,-49,89,-141,-556,252,64,0,0,0,43,1.01,0.98,0.46,-327,272,17,-703,424,604,"C"
11458,1,1322832873,528429,3,1,550,127,-40.8,161,18,0.11,0.11,-0.16,50,43,-160,163,607,-309,-22.3,-49,-13.4,17,0.27,-0.43,0.77,116,-98,-66,751,-35,117,52.69165886,-26.94751729,-96.55135946,17,0.06,0.18,-0.02,-45,85,-139,-558,265,76,0,0,0,42,0.98,1.06,0.64,-312,272,8,-707,446,612,"C"
11459,1,1322832873,568305,3,1,550,127,-40.8,161,18,0.11,0.11,-0.15,47,43,-161,167,602,-305,-22.7,-49.4,-12.4,17,0.34,-0.53,0.89,119,-95,-75,748,-41,118,47.32430432,-28.72539627,-100.4325541,17,0.1,0.1,0.07,-46,74,-137,-557,263,73,0,0,0,41,1.04,1.59,0.71,-277,294,8,-694,471,611,"C"
11460,1,1322832873,568361,3,1,550,127,-40.8,161,18,0.11,0.11,-0.15,48,43,-161,161,606,-314,-22.7,-49.5,-12.1,17,0.39,-0.56,0.94,116,-99,-74,748,-46,120,46.27644673,-30.00885076,-100.5789656,17,0.1,0.08,0.07,-49,74,-140,-556,264,69,0,0,0,42,1.11,1.62,0.74,-291,295,8,-693,474,612,"C"
11461,1,1322832873,684312,3,1,550,127,-40.8,161,18,0.11,0.11,-0.16,48,45,-161,165,607,-317,-22.7,-49.5,-11.4,16,0.58,-0.58,0.8,104,-87,-74,744,-33,133,41.45266993,-31.49962359,-103.7783044,16,0.13,0,-0.07,-50,65,-139,-554,262,64,0,0,0,43,0.98,2.01,0.85,-266,323,2,-678,525,614,"C"
11462,1,1322832873,748305,3,1,550,127,-40.8,161,18,0.11,0.1,-0.16,49,45,-161,167,610,-311,-23.5,-49,-11,17,0.74,-0.59,0.64,108,-101,-69,743,-33,154,47.48736658,-32.45212276,-97.95135905,17,0.13,0.02,-0.16,-53,76,-138,-548,257,59,0,0,0,46,1.38,2.12,0.74,-299,331,5,-667,547,607,"C"
11463,1,1322832873,748354,3,1,550,127,-40.8,161,18,0.13,0.11,-0.16,48,45,-162,172,599,-321,-23.6,-48.5,-11.1,16,0.87,-0.61,0.67,101,-100,-72,733,-37,153,49.47197186,-29.89185599,-97.79813667,17,0.13,0.02,-0.18,-49,79,-138,-561,262,73,0,0,0,46,1.16,2.18,0.85,-300,343,-1,-667,571,603,"C"
11464,1,1322832873,756298,3,1,550,127,-40.8,161,18,0.11,0.11,-0.16,49,44,-162,171,602,-307,-23.7,-47.9,-11.3,15,1,-0.64,0.67,89,-90,-77,739,-24,165,52.75831602,-28.63171898,-95.54365667,17,0.11,0.02,-0.15,-46,82,-133,-554,251,73,0,0,0,48,1.03,2.33,0.94,-267,383,-6,-650,593,597,"C"
11467,1,1322832873,860398,3,1,550,127,-40.8,161,18,0.11,0.11,-0.16,46,45,-163,170,603,-316,-23.8,-43.8,-12.9,12,1.49,-0.79,0.9,64,-85,-56,710,-10,226,44.78932219,-34.3548446,-99.00636885,17,0.24,-0.06,-0.23,-56,72,-139,-554,256,64,0,0,0,51,0.79,2.34,0.59,-250,430,-14,-599,661,625,"C"
11468,1,1322832873,936315,3,1,550,127,-40.7,161,18,0.05,0.11,-0.2,43,45,-163,163,602,-315,-21,-37.1,-17.3,11,1.85,-0.95,1.18,50,-89,-28,660,21,297,47.51716708,-30.57211783,-99.12791562,17,0.31,0.02,-0.34,-50,76,-139,-563,249,62,0,0,0,47,0.79,2.25,0.61,-191,424,6,-550,729,623,"C"
11471,1,1322832873,975126,3,1,550,127,-40.4,160,18,0.03,0.13,-0.21,53,43,-161,163,609,-312,-16,-25.8,-24.9,5,2.1,-0.98,0.95,-11,-51,5,567,72,403,47.89291491,-29.36993983,-99.53421762,17,0.18,0.03,-0.23,-49,78,-142,-565,242,58,0,0,0,51,0.85,1.83,0.75,-176,470,-20,-482,766,620,"C"
11472,1,1322832873,984314,3,2,550,127,-40.3,160,18,0.05,0.11,-0.21,54,44,-162,168,602,-311,-15.2,-23,-26.5,5,2.09,-1,0.87,-16,-48,3,553,75,414,45.3,-29.6,-101.7,17,0.14,0.05,-0.23,-48,72,-140,-566,239,60,0,0,0,52,0.77,1.93,0.56,-194,469,-23,-465,770,619,"C"
11473,1,1322832875,44313,3,1,551,127,-41.1,161,18,0.13,0.11,-0.11,51,42,-162,167,609,-300,11.9,30.8,-74.1,26,0.47,-0.88,1.18,-252,-4,-31,-228,398,518,48.34148514,-28.03270018,-99.92702921,18,0.19,0.05,-0.18,-50,84,-152,-548,289,25,0,0,0,38,0.92,0.71,0.44,36,374,-20,8,693,539,"C"
11474,1,1322832875,196304,3,1,551,128,-41.2,161,18,0.14,0.1,-0.11,48,44,-164,172,602,-308,12.3,31.8,-75.5,26,0.48,-0.59,0.66,-252,2,-30,-237,397,506,53.90988987,-26.25066318,-95.79181836,18,0.18,0.05,-0.18,-46,91,-145,-553,281,33,0,0,0,41,1.09,0.29,0.69,43,399,-13,0,702,522,"C"
11475,1,1322832875,268462,3,1,551,128,-41.2,161,18,0.13,0.11,-0.13,47,46,-163,165,602,-319,11.7,32.3,-75.9,26,0.45,-0.48,0.34,-249,-8,-23,-255,390,505,49.81911701,-30.25398335,-97.26441199,18,0.18,0.02,-0.16,-53,85,-147,-548,283,34,0,0,0,43,1.32,0.05,0.69,46,421,-10,-7,699,527,"C"
11476,1,1322832875,292298,3,1,551,128,-41.2,161,18,0.13,0.11,-0.13,44,47,-163,169,603,-318,11.4,32.5,-75.9,26,0.42,-0.42,0.33,-250,-10,-25,-252,382,521,52.04524986,-27.79213889,-96.67993715,18,0.14,0,-0.16,-48,87,-144,-550,282,32,0,0,0,43,1.35,-0.16,0.71,28,423,-7,-20,713,522,"C"
11477,1,1322832875,300323,3,1,551,128,-41.2,161,18,0.11,0.11,-0.15,45,45,-161,168,603,-318,11.2,32.6,-75.9,26,0.39,-0.37,0.38,-255,-12,-28,-255,387,517,54.18712846,-26.37511315,-95.46581101,18,0.14,0.03,-0.15,-46,91,-144,-546,288,32,0,0,0,44,1.35,-0.31,0.69,19,428,-9,-27,711,529,"C"
11480,1,1322832875,384403,3,1,551,128,-41.1,161,18,0.1,0.11,-0.18,47,48,-162,164,604,-315,11.1,32.3,-76,26,0.13,-0.37,0.66,-257,-22,-13,-246,380,530,52.22406445,-28.47801803,-96.12451793,18,0.11,0.02,-0.11,-49,87,-143,-554,287,39,0,0,0,46,1.56,-0.71,0.67,41,449,-12,-80,744,542,"C"
11481,1,1322832875,452330,3,1,551,128,-41,161,18,0.1,0.11,-0.18,50,43,-161,161,602,-310,11.4,30.2,-75.6,26,-0.27,-0.11,0.46,-256,7,24,-209,372,551,49.84628051,-28.85568333,-98.07978827,18,0.1,0.02,-0.1,-50,84,-146,-550,286,43,0,0,0,48,1.56,-1.08,0.3,9,469,-22,-165,783,563,"C"
11482,1,1322832875,460346,3,1,551,128,-41,161,18,0.1,0.11,-0.18,49,46,-161,164,594,-302,11.2,29.2,-75.1,27,-0.51,0,0.25,-267,16,15,-201,369,541,48.42015773,-28.54610719,-99.55397635,18,0.08,-0.02,-0.1,-49,81,-146,-558,284,28,0,0,0,47,1.49,-1.27,0.28,-7,464,-19,-179,784,568,"C"
11483,1,1322832875,480296,3,1,551,128,-41,161,18,0.1,0.11,-0.18,49,43,-163,162,595,-317,10.1,25,-73.5,22,-0.87,0.14,0.26,-217,4,37,-134,341,572,52.53973804,-27.71093798,-96.26864701,18,0.08,0.05,-0.11,-48,88,-144,-547,285,32,0,0,0,47,1.33,-1.51,0.41,-30,461,-18,-269,800,586,"C"
11484,1,1322832875,480327,3,1,551,128,-41,161,18,0.1,0.11,-0.2,49,43,-164,164,605,-313,10.2,23.5,-72.8,23,-0.93,0.16,0.43,-226,4,31,-128,342,569,51.40495938,-27.53516124,-97.41516983,18,0.06,0.02,-0.07,-47,85,-143,-557,285,45,0,0,0,47,1.22,-1.69,0.51,-42,460,-16,-286,797,584,"C"
11487,1,1322832875,504276,3,1,551,128,-41,161,18,0.11,0.11,-0.18,49,46,-162,167,606,-318,10.8,17.3,-71,22,-1.41,0.18,0.74,-206,-4,49,-32,327,582,49.07663338,-30.56905924,-97.73835311,18,0.08,-0.02,-0.15,-53,83,-146,-557,282,41,0,0,0,48,1.38,-1.45,0.18,-75,465,-35,-370,797,589,"C"
11488,1,1322832875,528302,3,1,551,128,-41,161,18,0.11,0.11,-0.2,50,45,-161,166,602,-315,11.1,15.1,-70.3,22,-1.51,0.21,0.69,-208,-2,44,14,315,575,51.16957615,-27.75232157,-97.50905046,18,0.08,-0.02,-0.13,-47,84,-142,-550,268,38,0,0,0,47,1.32,-1.57,0.05,-65,453,-34,-388,791,608,"C"
11489,1,1322832875,544298,3,1,551,128,-41,161,18,0.11,0.11,-0.18,50,42,-161,161,597,-317,11.1,12.8,-69.6,22,-1.61,0.26,0.57,-204,1,53,38,310,575,51.11053519,-28.67923955,-97.03051657,17,0.06,0,-0.13,-48,83,-140,-552,274,40,0,0,0,45,1.19,-1.64,0.05,-96,433,-27,-421,788,610,"C"
11490,1,1322832875,604343,3,1,551,128,-41,161,18,0.13,0.11,-0.16,51,41,-159,166,601,-310,10.9,7.73,-67.7,20,-1.69,0.34,0.38,-183,-3,59,103,291,575,49.75748263,-29.40040306,-97.83651771,18,0.16,-0.03,-0.21,-51,84,-146,-558,269,36,0,0,0,44,1.2,-1.53,0.11,-106,421,-28,-465,767,609,"C"
11491,1,1322832875,624314,3,1,551,128,-41.1,161,18,0.14,0.11,-0.16,50,42,-161,161,607,-313,10.7,5.21,-66.8,19,-1.72,0.34,0.31,-180,-1,58,151,281,574,51.22264366,-26.8453814,-97.96807412,18,0.18,-0.05,-0.25,-46,85,-144,-562,274,39,0,0,0,45,1.22,-1.48,0.05,-105,425,-35,-490,753,615,"C"
11492,1,1322832875,676276,3,1,551,128,-41.1,161,18,0.14,0.11,-0.15,49,44,-161,161,595,-324,9.93,-0.3,-64.7,17,-1.91,0.37,0.2,-159,-13,55,221,253,552,47.73861383,-29.72638796,-99.45482317,18,0.22,-0.03,-0.33,-51,80,-146,-558,268,38,0,0,0,45,1.11,-1.28,-0.1,-164,409,-37,-527,742,623,"C"
11493,1,1322832875,692279,3,1,551,128,-41.2,161,18,0.16,0.11,-0.16,49,43,-162,170,604,-313,9.55,-2.99,-63.6,16,-1.98,0.35,0.21,-142,-16,59,250,242,554,47.02185992,-32.69662258,-98.19908645,18,0.31,-0.02,-0.39,-56,79,-145,-565,269,42,0,0,0,44,1.17,-1.33,-0.07,-116,415,-27,-543,727,638,"C"
11494,1,1322832875,744342,3,1,551,127,-41.2,161,18,0.14,0.11,-0.16,49,43,-161,171,607,-313,9.25,-5.81,-62.6,15,-1.98,0.31,0.31,-132,-18,57,291,223,546,45.28311239,-32.66193178,-99.73294553,17,0.34,-0.08,-0.44,-55,75,-144,-562,260,48,0,0,0,44,1.2,-1.4,0.02,-136,405,-21,-557,721,635,"C"
11496,1,1322832875,824290,3,1,551,127,-41.2,161,18,0.13,0.11,-0.16,47,44,-161,165,598,-317,8.81,-11.3,-60.4,12,-2.01,0.24,0.39,-110,-28,39,366,193,530,48.40414723,-30.72977727,-98.23990171,18,0.27,-0.11,-0.46,-52,80,-143,-568,251,36,0,0,0,44,1.12,-1.28,0.15,-209,377,-16,-592,686,640,"C"
11500,1,1322832876,144294,3,1,552,128,-41.2,161,18,0.11,0.11,-0.16,47,45,-161,171,599,-315,-2.25,-32.8,-41.7,9,-1.03,-0.21,0.85,42,-72,-35,668,61,281,51.16194476,-29.57136535,-96.45835922,18,-0.03,0.03,-0.16,-50,84,-141,-565,236,58,0,0,0,46,1.03,-0.47,0.11,-305,328,15,-695,507,654,"C"
11502,1,1322832876,280340,3,1,552,128,-41.2,161,18,0.11,0.11,-0.18,47,45,-161,166,602,-308,-5.81,-35.9,-37,11,-0.58,-0.29,0.8,56,-75,-47,691,48,233,48.39649546,-34.69396448,-95.66130646,17,0.06,0.1,-0.11,-57,78,-137,-565,245,63,0,0,0,45,1.06,-0.35,0.23,-307,317,27,-702,457,655,"C"
11503,1,1322832876,372379,3,1,552,127,-41.2,161,18,0.1,0.11,-0.2,45,43,-161,165,605,-300,-8.29,-37.5,-34.1,12,-0.37,-0.27,0.57,68,-73,-58,700,39,218,47.34917485,-31.30331401,-98.81452405,17,0.05,0.16,-0.03,-52,77,-141,-568,245,59,0,0,0,46,1,-0.43,0.2,-323,317,24,-702,430,653,"C"
11504,1,1322832876,408328,3,1,552,128,-41.2,161,18,0.08,0.11,-0.18,50,42,-161,169,600,-310,-10.9,-38.9,-31.4,12,-0.14,-0.35,0.56,79,-80,-48,707,30,211,40.20708892,-33.11182144,-103.7065134,17,0.11,0.14,-0.11,-54,65,-143,-566,244,65,0,0,0,46,1.08,-0.08,0.02,-343,287,30,-709,409,648,"C"
11505,1,1322832876,408384,3,1,552,128,-41.2,161,18,0.1,0.11,-0.16,51,44,-163,165,610,-307,-12.1,-39.4,-30.2,13,-0.06,-0.37,0.62,82,-83,-49,711,24,199,40.98359906,-33.20818387,-102.9983266,17,0.16,0.1,-0.11,-54,66,-142,-558,247,60,0,0,0,45,1.03,0,0.02,-340,274,30,-708,402,639,"C"
11507,1,1322832876,428296,3,1,552,128,-41.1,161,18,0.1,0.11,-0.18,47,44,-162,163,604,-312,-14.8,-40.6,-27.1,13,0.14,-0.5,0.84,90,-84,-41,717,19,196,46.36376907,-30.05409264,-100.4735578,16,0.13,0.13,-0.25,-47,71,-134,-559,244,63,0,0,0,44,1.03,0.14,0.31,-339,264,35,-707,379,648,"C"
11508,1,1322832876,436316,3,1,552,128,-41.1,161,18,0.08,0.11,-0.2,48,46,-163,166,610,-300,-15.5,-41,-25.8,13,0.21,-0.5,0.84,95,-76,-50,720,23,187,45.27784718,-29.59449105,-101.717818,17,0.08,0,-0.15,-48,72,-140,-561,245,69,0,0,0,45,1.16,0.37,0.51,-345,274,36,-706,373,636,"C"
11509,1,1322832876,456308,3,1,552,128,-41,161,18,0.06,0.11,-0.21,49,44,-161,164,597,-304,-15.9,-41.2,-25.3,14,0.27,-0.5,0.75,98,-79,-50,716,27,195,45.47976698,-29.72100368,-101.4611957,17,0.13,-0.02,-0.15,-50,75,-145,-564,241,74,0,0,0,46,1.12,0.34,0.62,-345,283,33,-704,380,629,"C"
11510,1,1322832876,508293,3,1,552,128,-41,161,18,0.08,0.13,-0.2,51,43,-161,169,602,-311,-16.9,-41.4,-24,13,0.42,-0.5,0.71,92,-78,-49,717,27,197,48.68762396,-29.51010066,-98.73595563,16,0.14,0.05,-0.16,-46,74,-132,-563,246,69,0,0,0,48,1.12,0.51,0.49,-361,305,23,-705,364,627,"C"
11511,1,1322832876,520369,3,1,552,128,-41,161,18,0.08,0.13,-0.2,53,44,-162,167,599,-318,-17.4,-41.3,-23.5,13,0.47,-0.51,0.69,90,-80,-49,714,23,198,49.43777691,-28.2090319,-98.82997622,16,0.08,0.06,-0.11,-44,75,-132,-567,245,75,0,0,0,48,1.06,0.5,0.41,-368,295,23,-707,356,617,"C"
11512,1,1322832876,572300,3,1,552,128,-41,161,18,0.11,0.13,-0.18,47,45,-160,164,611,-310,-18.9,-39.7,-22.4,12,0.75,-0.56,0.64,76,-77,-48,703,32,225,44.53372964,-31.08874499,-101.4163201,16,0.08,0.08,-0.1,-49,69,-136,-564,247,76,0,0,0,44,1,0.82,0.48,-337,269,31,-706,374,619,"C"
11513,1,1322832876,584293,3,1,552,127,-41,161,18,0.11,0.13,-0.18,44,44,-160,162,602,-311,-19.2,-39.1,-22.4,13,0.88,-0.59,0.67,76,-90,-47,695,36,242,38.26238752,-33.03680349,-105.342749,17,0.11,0.05,-0.11,-53,61,-142,-562,253,73,0,0,0,44,1,0.77,0.61,-340,263,29,-708,371,627,"C"
11514,1,1322832876,652294,3,1,552,128,-41,161,18,0.1,0.13,-0.16,47,47,-159,159,601,-314,-19.5,-38.3,-22.5,12,1,-0.63,0.69,65,-84,-52,690,32,245,31.95184786,-34.55832289,-109.0584882,17,0.16,-0.02,-0.16,-55,51,-144,-566,237,75,0,0,0,44,0.98,0.77,0.74,-340,261,26,-704,372,626,"C"
11516,1,1322832876,752270,3,1,552,127,-41,161,18,0.13,0.11,-0.18,53,42,-162,162,602,-306,-20.4,-34.9,-23.3,11,1.28,-0.67,0.61,53,-87,-33,663,41,283,41.36761797,-32.0876267,-103.4515226,17,0.22,-0.05,-0.46,-51,65,-139,-565,235,72,0,0,0,44,1.11,1.17,0.84,-330,274,19,-706,399,624,"C"
11517,1,1322832876,876451,3,1,552,127,-41.1,161,18,0.14,0.11,-0.18,51,44,-160,162,601,-311,-20.5,-31.8,-24.5,10,1.51,-0.74,0.79,34,-84,-34,648,48,312,56.17784762,-26.30268802,-93.63159958,16,0.16,0.03,-0.36,-41,84,-127,-568,233,83,0,0,0,44,1.01,1.3,0.89,-328,281,10,-711,420,623,"C"
11518,1,1322832876,876518,3,1,552,127,-41.1,161,18,0.16,0.11,-0.18,48,44,-159,164,606,-313,-20.3,-29.8,-25.3,9,1.61,-0.8,0.87,28,-79,-27,630,65,334,58.20550701,-25.55264869,-92.09515577,16,0.08,0.1,-0.21,-40,87,-126,-559,228,74,0,0,0,44,1.04,1.64,0.82,-317,294,7,-705,438,629,"C"
11520,1,1322832876,912262,3,1,552,127,-41.4,161,18,0.16,0.11,-0.13,45,45,-160,167,607,-309,-18.3,-18.8,-31.3,9,1.99,-0.92,0.72,-8,-82,26,537,95,434,42.43750958,-37.25719126,-98.89285435,17,0.16,0.05,-0.1,-61,69,-140,-565,234,78,0,0,0,44,0.93,2.2,0.62,-289,326,4,-692,517,646,"C"
11521,1,1322832876,920419,3,1,552,127,-41.4,161,18,0.16,0.11,-0.15,44,45,-160,165,603,-311,-17.8,-16.7,-32.8,8,2.06,-0.92,0.79,-44,-57,26,529,87,445,43.64144206,-36.42724094,-98.50657087,17,0.18,0.02,-0.13,-59,70,-138,-568,239,80,0,0,0,44,0.95,2.25,0.62,-276,325,15,-687,532,652,"C"
11522,1,1322832876,940341,3,1,552,127,-41.4,161,18,0.14,0.11,-0.15,45,46,-160,161,603,-304,-17.1,-14.2,-34.2,8,2.07,-0.95,0.77,-48,-53,30,491,104,463,39.44455749,-34.21326041,-103.5449864,17,0.18,-0.02,-0.15,-55,63,-141,-565,239,94,0,0,0,44,0.87,2.1,0.75,-276,325,17,-676,552,651,"C"
11523,1,1322832877,8330,3,1,553,127,-41.4,161,18,0.13,0.11,-0.15,47,43,-160,167,601,-307,-15.6,-10,-37.1,11,2.14,-1.06,1.08,-57,-84,39,439,124,497,38.39986565,-32.59923181,-105.5426457,17,0.21,-0.05,-0.16,-53,62,-144,-567,227,78,0,0,0,46,0.93,2.59,0.84,-246,373,7,-661,591,659,"C"
11524,1,1322832877,84295,3,1,553,127,-41.5,161,18,0.13,0.11,-0.15,49,48,-160,162,601,-308,-12.9,-6.01,-40.4,11,2.18,-1.16,1.61,-80,-55,37,389,149,525,43.45538129,-31.00188762,-102.4038183,17,0.24,-0.06,-0.18,-50,69,-140,-565,227,80,0,0,0,46,0.87,2.2,0.97,-253,371,9,-645,633,667,"C"
11526,1,1322832877,360320,3,1,553,127,-41.6,161,18,0.13,0.11,-0.16,49,43,-160,166,607,-311,-7.13,6.91,-49.9,16,2.14,-1.17,0.8,-143,-17,63,193,246,578,50.58001966,-26.68760054,-98.6479298,17,0.22,0.16,-0.26,-43,79,-136,-577,218,69,0,0,0,48,0.42,2.92,0.15,-190,428,8,-551,752,712,"C"
11528,1,1322832877,444312,3,1,553,127,-41.6,162,18,0.11,0.11,-0.16,48,46,-160,175,603,-318,-7.09,13,-53.9,19,1.99,-0.98,0.71,-182,-17,53,88,261,607,62.22077884,-28.56781792,-86.66478806,16,-0.18,0.32,0.08,-44,91,-119,-568,228,80,0,0,0,46,0.45,2.22,0.51,-145,422,34,-503,789,748,"C"
11530,1,1322832877,496283,3,1,553,127,-41.5,162,18,0.1,0.1,-0.18,46,48,-161,168,595,-314,-6.92,16.7,-56.5,19,1.88,-1,0.95,-175,-37,67,36,276,604,55.84659594,-30.02407985,-91.87253653,17,-0.16,0.22,0.38,-48,86,-129,-565,244,75,0,0,0,48,0.64,2.41,0.84,-118,450,35,-466,801,740,"C"
11531,1,1322832877,560300,3,1,553,127,-41.4,161,18,0.08,0.11,-0.2,51,41,-159,166,607,-310,-4.92,24.3,-63.3,23,1.54,-1.03,1.18,-218,-20,36,-96,312,599,53.5398162,-29.67588432,-94.21555488,16,0.08,0.22,0.25,-47,82,-130,-546,263,76,0,0,0,51,0.82,1.81,0.85,-99,491,15,-381,818,703,"C"
11533,1,1322832877,600453,3,1,553,127,-41.4,161,18,0.1,0.11,-0.16,51,46,-160,174,601,-315,-5.45,28.2,-66.6,25,1.3,-0.79,0.44,-248,-15,24,-161,314,590,46.20119011,-35.19333641,-97.21927491,17,0.22,0.1,0.13,-58,75,-139,-552,267,64,0,0,0,49,0.63,1.53,0.34,-123,469,1,-350,817,710,"C"
